gene	genetic_priority_level	twas_proxy_level	reporting_group	claim_strength_level	curated_exemplar_flag	biological_role_label	source_category	magma_rank	magma_p	magma_fdr	bonferroni_significant	gwas_locus	lead_snp	twas_fdr	twas_reference_tissue	twas_model_snp_count	twas_interpretation	smr_status	coloc_status	known_kidney_transport_or_calcium_gene	allowed_claim	disallowed_claim	overclaim_risk	decision_rule_applied	decision_notes	dominant_scrna_compartment	loop_tal_expression_detected	loop_tal_detection_fraction	loop_tal_mean_expression	scrna_detected	snrna_context_label	stage4B1_claim_modifier	stage4B1_notes	random_benchmark_support	driver_removal_relevance	driver_removal_support	loop_tal_context_final_support	stage4B2_claim_modifier	stage4B2_notes
KANSL1	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	43	3.7331e-08	1.4580072e-05	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	0.629720868908262	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.52037037037037	0.970925641908465	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
KCNK5	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	40	1.4559e-08	6.3025911e-06	yes	KSD_L049	rs1155347	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.0907407407407407	0.114796496531808	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LAYN	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	78	9.4779e-07	0.00021040938	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LINC02875	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	46	4.4648e-08	1.6807060173913e-05	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""	FALSE	0		FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LMAN2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	2	8.3822e-15	7.25730876e-11	yes	KSD_L044;KSD_L045;KSD_L046	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.146296296296296	0.208974304153093	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LOC101927855	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	70	3.6834e-07	9.1116792e-05	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LOC101929578	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	84	1.3083e-06	0.0002696967	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LRRC37A	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	33	6.1946e-09	3.25047556363636e-06	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.0333333333333333	0.0342706552754328	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
LUZP1	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	249	0.00028977	0.0201512342168675	no	NA_not_found	NA_not_found	0.0182221079575821	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MAPT	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	48	4.7004e-08	1.68265579591837e-05	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	0.00200612139342823	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Fibroblast_stromal	TRUE	0.00740740740740741	0.00658601976053134	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MED1	G1_MAGMA_Bonferroni	T1_multi_snp_Kidney_Cortex_proxy	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	32	5.9689e-09	3.2299210125e-06	yes	KSD_L023;KSD_L024;KSD_L025;KSD_L026;KSD_L027	""	8.22540994943945e-05	GTEx_v8_Kidney_Cortex	2	stronger_proxy_support	not_ready	not_ready	no	MAGMA-prioritized gene with multi-SNP Kidney_Cortex proxy TWAS support	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_papilla_specific_or_causal	rule_1_bonferroni_multi_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is multi-SNP Kidney_Cortex proxy support only. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.087037037037037	0.120343410739873	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MED13	G2_MAGMA_FDR_nonBonferroni	T1_multi_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	197	0.00012765	0.0112202406091371	no	NA_not_found	NA_not_found	0.0133638518675521	GTEx_v8_Kidney_Cortex	2	stronger_proxy_support	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is multi-SNP Kidney_Cortex proxy support only. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MINDY4	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	13	3.6551e-12	4.8685932e-09	yes	KSD_L055	rs6975977	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.125925925925926	0.15581509597574	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MPHOSPH9	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	404	0.0013058	0.055968398019802	no	NA_not_found	NA_not_found	0.0418424874971654	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MRPL33	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA;coloc_resource_row	25	5e-10	3.4632e-07	yes	KSD_L031	rs1260326	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Fibroblast_stromal	TRUE	0.351851851851852	0.553101396023608	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
MXD3	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	41	1.8593e-08	7.85259482926829e-06	yes	KSD_L044;KSD_L045;KSD_L046	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.0166666666666667	0.0166559387877527	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
NDUFAF1	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	153	3.9598e-05	0.00447798506493507	no	NA_not_found	NA_not_found	0.0148169544045015	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
NEK4	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	57	1.1768e-07	3.55682379661017e-05	yes	NA_not_found	NA_not_found	0.00371459644898581	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.114814814814815	0.142862970284085	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
NT5DC2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	59	1.2119e-07	3.55682379661017e-05	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PBRM1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	52	6.4297e-08	2.1410901e-05	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PDILT	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA;coloc_resource_row	7	1.9224e-13	4.75546834285714e-10	yes	KSD_L018	rs77924615	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.00185185185185185	0.00270928258823416	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PKD2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	yes	broader renal epithelial context	current_curated_exemplar;MAGMA;coloc_resource_row	37	1.2973e-08	5.91979357894737e-06	yes	KSD_L040;KSD_L041;KSD_L042;KSD_L043	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	yes	MAGMA-prioritized gene; curated biological exemplar for role-spectrum interpretation	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_exemplar_status_is_treated_as_priority_evidence	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence. Curated exemplar flag retained but does not upgrade genetic or TWAS level.	Pericyte_smooth_muscle	TRUE	0.409259259259259	0.6666852750425	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	known_transport_or_calcium_or_TAL_marker	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PKN1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	71	4.6612e-07	0.00011368075943662	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PLCL1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	74	6.0888e-07	0.00014247792	yes	""	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PPHLN1	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	118	8.986e-06	0.00131865742372881	no	KSD_L011	rs7974476	0.0302984882519299	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PRELID1	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	49	4.7615e-08	1.68265579591837e-05	yes	KSD_L044;KSD_L045;KSD_L046	""	0.065050100549588	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Injured_undifferentiated_epithelial	TRUE	0.114814814814815	0.17737961646853	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
